============================== SRIM-2013.00 ==============================
==============================================================================
========== SRIM Outputs\BACKSCATSRIM Outputs\ : File of Backscattered Ions =============
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(100 keV) ==> Gold+Epoxy+Aluminium( 164. um) ============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
B    1  1 ,8864500E+05 -  2034426E-07  ,5669E+03 -,3524E+01  -,1227044  ,9917080 -,0381947
B    2  1 ,9339219E+05 -  1184902E-07  ,3702E+03  ,5042E+01  -,0748331  ,9944361  ,0741410
B    4  1 ,7888756E+05 -  2734880E-07  ,9931E+03 -,2984E+02  -,1382098  ,9873437 -,0777852
B    5  1 ,7584315E+05 -  1319558E-07  ,1543E+04  ,9206E+02  -,3328368  ,9262866  ,1766712
B    6  1 ,1474990E+05 -  1680790E-06  ,2401E+04  ,1930E+04  -,9853908  ,1686356  ,0238112
B    7  1 ,8743704E+05 -  2425072E-07  ,6116E+03  ,1288E+03  -,1298495  ,8561764  ,5001011
B    8  1 ,9234554E+04 -  4024233E-07  ,4407E+04 -,2652E+04  -,2260024  ,4098543  ,8837094
B    9  1 ,9455163E+05 -  1256550E-07  ,2447E+03  ,1451E+01  -,0968743  ,9951292  ,0182529
B   10  1 ,8042747E+05 -  1176087E-07  ,1199E+04 -,7779E+02  -,0905924  ,9958798 -,0040467
B   11  1 ,8907210E+05 -  1722481E-08  ,4100E+03  ,9898E+01  -,0636700  ,9899602  ,1261939
